grupo_etario,entidad,sexo,nivel_educativo,conteo,porcentaje
35-59 años,Baja California Sur,Hombres,Secundaria incompleta (1 a 2 años),10,7.142857142857142
35-59 años,Baja California Sur,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),79,27.430555555555557
35-59 años,Baja California Sur,Mujeres,Bachillerato incompleto (1 a 2 años),12,4.166666666666666
35-59 años,Baja California Sur,Mujeres,Estudios Universitarios completos (4 a 5 años),46,15.972222222222221
35-59 años,Baja California Sur,Mujeres,Estudios Universitarios incompletos (1 a 3 años),9,3.125
35-59 años,Baja California Sur,Mujeres,Estudios de Posgrado (2 a 4 años),2,0.6944444444444444
35-59 años,Baja California Sur,Mujeres,No sabe/No contesta,2,0.6944444444444444
35-59 años,Baja California Sur,Mujeres,Primaria completa (6 años),36,12.5
35-59 años,Baja California Sur,Mujeres,Primaria incompleta (1 a 5 años),16,5.555555555555555
35-59 años,Baja California Sur,Mujeres,Secundaria completa o equivalente (3 años),62,21.52777777777778
35-59 años,Baja California Sur,Mujeres,Secundaria incompleta (1 a 2 años),24,8.333333333333332
35-59 años,Campeche,Hombres,Bachillerato completo o equivalente (aprox. 3 años),36,28.799999999999997
35-59 años,Campeche,Hombres,Bachillerato incompleto (1 a 2 años),9,7.199999999999999
35-59 años,Campeche,Hombres,Estudios Universitarios completos (4 a 5 años),21,16.8
35-59 años,Campeche,Hombres,Estudios Universitarios incompletos (1 a 3 años),7,5.6000000000000005
35-59 años,Campeche,Hombres,Estudios de Posgrado (2 a 4 años),1,0.8
35-59 años,Campeche,Hombres,No sabe/No contesta,0,0.0
35-59 años,Campeche,Hombres,Primaria completa (6 años),13,10.4
35-59 años,Campeche,Hombres,Primaria incompleta (1 a 5 años),6,4.8
35-59 años,Campeche,Hombres,Secundaria completa o equivalente (3 años),28,22.400000000000002
35-59 años,Campeche,Hombres,Secundaria incompleta (1 a 2 años),4,3.2
35-59 años,Campeche,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),38,15.833333333333332
35-59 años,Campeche,Mujeres,Bachillerato incompleto (1 a 2 años),9,3.75
35-59 años,Campeche,Mujeres,Estudios Universitarios completos (4 a 5 años),30,12.5
35-59 años,Campeche,Mujeres,Estudios Universitarios incompletos (1 a 3 años),7,2.9166666666666665
35-59 años,Campeche,Mujeres,Estudios de Posgrado (2 a 4 años),3,1.25
35-59 años,Campeche,Mujeres,No sabe/No contesta,0,0.0
35-59 años,Campeche,Mujeres,Primaria completa (6 años),37,15.416666666666668
35-59 años,Campeche,Mujeres,Primaria incompleta (1 a 5 años),10,4.166666666666666
35-59 años,Campeche,Mujeres,Secundaria completa o equivalente (3 años),94,39.166666666666664
35-59 años,Campeche,Mujeres,Secundaria incompleta (1 a 2 años),12,5.0
35-59 años,Chiapas,Hombres,Bachillerato completo o equivalente (aprox. 3 años),35,21.73913043478261
35-59 años,Chiapas,Hombres,Bachillerato incompleto (1 a 2 años),3,1.8633540372670807
35-59 años,Chiapas,Hombres,Estudios Universitarios completos (4 a 5 años),20,12.422360248447205
35-59 años,Chiapas,Hombres,Estudios Universitarios incompletos (1 a 3 años),6,3.7267080745341614
35-59 años,Chiapas,Hombres,Estudios de Posgrado (2 a 4 años),4,2.484472049689441
35-59 años,Chiapas,Hombres,No sabe/No contesta,0,0.0
35-59 años,Chiapas,Hombres,Primaria completa (6 años),33,20.496894409937887
35-59 años,Chiapas,Hombres,Primaria incompleta (1 a 5 años),22,13.664596273291925
35-59 años,Chiapas,Hombres,Secundaria completa o equivalente (3 años),27,16.77018633540373
35-59 años,Chiapas,Hombres,Secundaria incompleta (1 a 2 años),11,6.832298136645963
35-59 años,Chiapas,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),48,15.238095238095239
35-59 años,Chiapas,Mujeres,Bachillerato incompleto (1 a 2 años),7,2.2222222222222223
35-59 años,Chiapas,Mujeres,Estudios Universitarios completos (4 a 5 años),32,10.158730158730158
35-59 años,Chiapas,Mujeres,Estudios Universitarios incompletos (1 a 3 años),6,1.9047619047619049
35-59 años,Chiapas,Mujeres,Estudios de Posgrado (2 a 4 años),2,0.6349206349206349
35-59 años,Chiapas,Mujeres,No sabe/No contesta,0,0.0
35-59 años,Chiapas,Mujeres,Primaria completa (6 años),62,19.682539682539684
35-59 años,Chiapas,Mujeres,Primaria incompleta (1 a 5 años),42,13.333333333333334
35-59 años,Chiapas,Mujeres,Secundaria completa o equivalente (3 años),96,30.476190476190478
35-59 años,Chiapas,Mujeres,Secundaria incompleta (1 a 2 años),20,6.349206349206349
35-59 años,Chihuahua,Hombres,Bachillerato completo o equivalente (aprox. 3 años),31,15.346534653465346
35-59 años,Chihuahua,Hombres,Bachillerato incompleto (1 a 2 años),16,7.920792079207921
35-59 años,Chihuahua,Hombres,Estudios Universitarios completos (4 a 5 años),37,18.316831683168317
35-59 años,Chihuahua,Hombres,Estudios Universitarios incompletos (1 a 3 años),3,1.4851485148514851
35-59 años,Chihuahua,Hombres,Estudios de Posgrado (2 a 4 años),9,4.455445544554455
35-59 años,Chihuahua,Hombres,No sabe/No contesta,0,0.0
35-59 años,Chihuahua,Hombres,Primaria completa (6 años),27,13.366336633663368
35-59 años,Chihuahua,Hombres,Primaria incompleta (1 a 5 años),3,1.4851485148514851
35-59 años,Chihuahua,Hombres,Secundaria completa o equivalente (3 años),54,26.732673267326735
35-59 años,Chihuahua,Hombres,Secundaria incompleta (1 a 2 años),22,10.891089108910892
35-59 años,Chihuahua,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),47,16.319444444444446
35-59 años,Chihuahua,Mujeres,Bachillerato incompleto (1 a 2 años),16,5.555555555555555
35-59 años,Chihuahua,Mujeres,Estudios Universitarios completos (4 a 5 años),47,16.319444444444446
35-59 años,Chihuahua,Mujeres,Estudios Universitarios incompletos (1 a 3 años),13,4.513888888888888
35-59 años,Chihuahua,Mujeres,Estudios de Posgrado (2 a 4 años),6,2.083333333333333
35-59 años,Chihuahua,Mujeres,No sabe/No contesta,0,0.0
35-59 años,Chihuahua,Mujeres,Primaria completa (6 años),48,16.666666666666664
35-59 años,Chihuahua,Mujeres,Primaria incompleta (1 a 5 años),7,2.430555555555556
35-59 años,Chihuahua,Mujeres,Secundaria completa o equivalente (3 años),83,28.819444444444443
35-59 años,Chihuahua,Mujeres,Secundaria incompleta (1 a 2 años),21,7.291666666666667
35-59 años,Ciudad de México,Hombres,Bachillerato completo o equivalente (aprox. 3 años),41,21.693121693121693
35-59 años,Ciudad de México,Hombres,Bachillerato incompleto (1 a 2 años),21,11.11111111111111
35-59 años,Ciudad de México,Hombres,Estudios Universitarios completos (4 a 5 años),37,19.576719576719576
35-59 años,Ciudad de México,Hombres,Estudios Universitarios incompletos (1 a 3 años),17,8.994708994708994
35-59 años,Ciudad de México,Hombres,Estudios de Posgrado (2 a 4 años),7,3.7037037037037033
35-59 años,Ciudad de México,Hombres,No sabe/No contesta,0,0.0
35-59 años,Ciudad de México,Hombres,Primaria completa (6 años),9,4.761904761904762
35-59 años,Ciudad de México,Hombres,Primaria incompleta (1 a 5 años),3,1.5873015873015872
35-59 años,Ciudad de México,Hombres,Secundaria completa o equivalente (3 años),49,25.925925925925924
35-59 años,Ciudad de México,Hombres,Secundaria incompleta (1 a 2 años),5,2.6455026455026456
35-59 años,Ciudad de México,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),81,25.961538461538463
35-59 años,Ciudad de México,Mujeres,Bachillerato incompleto (1 a 2 años),26,8.333333333333332
35-59 años,Ciudad de México,Mujeres,Estudios Universitarios completos (4 a 5 años),66,21.153846153846153
35-59 años,Ciudad de México,Mujeres,Estudios Universitarios incompletos (1 a 3 años),14,4.487179487179487
35-59 años,Ciudad de México,Mujeres,Estudios de Posgrado (2 a 4 años),21,6.730769230769231
35-59 años,Ciudad de México,Mujeres,No sabe/No contesta,0,0.0
35-59 años,Ciudad de México,Mujeres,Primaria completa (6 años),31,9.935897435897436
35-59 años,Ciudad de México,Mujeres,Primaria incompleta (1 a 5 años),11,3.5256410256410255
35-59 años,Ciudad de México,Mujeres,Secundaria completa o equivalente (3 años),52,16.666666666666664
35-59 años,Ciudad de México,Mujeres,Secundaria incompleta (1 a 2 años),10,3.205128205128205
35-59 años,Coahuila,Hombres,Bachillerato completo o equivalente (aprox. 3 años),23,26.744186046511626
35-59 años,Coahuila,Hombres,Bachillerato incompleto (1 a 2 años),9,10.465116279069768
35-59 años,Coahuila,Hombres,Estudios Universitarios completos (4 a 5 años),12,13.953488372093023
35-59 años,Coahuila,Hombres,Estudios Universitarios incompletos (1 a 3 años),3,3.488372093023256
35-59 años,Coahuila,Hombres,Estudios de Posgrado (2 a 4 años),3,3.488372093023256
35-59 años,Coahuila,Hombres,No sabe/No contesta,0,0.0
35-59 años,Coahuila,Hombres,Primaria completa (6 años),8,9.30232558139535
35-59 años,Coahuila,Hombres,Primaria incompleta (1 a 5 años),6,6.976744186046512
35-59 años,Coahuila,Hombres,Secundaria completa o equivalente (3 años),17,19.767441860465116
35-59 años,Coahuila,Hombres,Secundaria incompleta (1 a 2 años),5,5.813953488372093
35-59 años,Coahuila,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),44,22.22222222222222
35-59 años,Coahuila,Mujeres,Bachillerato incompleto (1 a 2 años),13,6.565656565656567
35-59 años,Coahuila,Mujeres,Estudios Universitarios completos (4 a 5 años),17,8.585858585858585
35-59 años,Coahuila,Mujeres,Estudios Universitarios incompletos (1 a 3 años),9,4.545454545454546
35-59 años,Coahuila,Mujeres,Estudios de Posgrado (2 a 4 años),2,1.0101010101010102
35-59 años,Coahuila,Mujeres,No sabe/No contesta,1,0.5050505050505051
35-59 años,Coahuila,Mujeres,Primaria completa (6 años),25,12.626262626262626
35-59 años,Coahuila,Mujeres,Primaria incompleta (1 a 5 años),9,4.545454545454546
35-59 años,Coahuila,Mujeres,Secundaria completa o equivalente (3 años),72,36.36363636363637
35-59 años,Coahuila,Mujeres,Secundaria incompleta (1 a 2 años),6,3.0303030303030303
35-59 años,Colima,Hombres,Bachillerato completo o equivalente (aprox. 3 años),36,21.818181818181817
35-59 años,Colima,Hombres,Bachillerato incompleto (1 a 2 años),18,10.909090909090908
35-59 años,Colima,Hombres,Estudios Universitarios completos (4 a 5 años),29,17.575757575757574
35-59 años,Colima,Hombres,Estudios Universitarios incompletos (1 a 3 años),7,4.242424242424243
35-59 años,Colima,Hombres,Estudios de Posgrado (2 a 4 años),9,5.454545454545454
35-59 años,Colima,Hombres,No sabe/No contesta,1,0.6060606060606061
35-59 años,Colima,Hombres,Primaria completa (6 años),10,6.0606060606060606
35-59 años,Colima,Hombres,Primaria incompleta (1 a 5 años),2,1.2121212121212122
35-59 años,Colima,Hombres,Secundaria completa o equivalente (3 años),42,25.454545454545453
35-59 años,Colima,Hombres,Secundaria incompleta (1 a 2 años),11,6.666666666666667
35-59 años,Colima,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),68,23.776223776223777
35-59 años,Colima,Mujeres,Bachillerato incompleto (1 a 2 años),24,8.391608391608392
35-59 años,Colima,Mujeres,Estudios Universitarios completos (4 a 5 años),55,19.230769230769234
35-59 años,Colima,Mujeres,Estudios Universitarios incompletos (1 a 3 años),13,4.545454545454546
35-59 años,Colima,Mujeres,Estudios de Posgrado (2 a 4 años),13,4.545454545454546
35-59 años,Colima,Mujeres,No sabe/No contesta,0,0.0
35-59 años,Colima,Mujeres,Primaria completa (6 años),26,9.090909090909092
35-59 años,Colima,Mujeres,Primaria incompleta (1 a 5 años),3,1.048951048951049
35-59 años,Colima,Mujeres,Secundaria completa o equivalente (3 años),73,25.524475524475527
35-59 años,Colima,Mujeres,Secundaria incompleta (1 a 2 años),11,3.8461538461538463
35-59 años,Durango,Hombres,Bachillerato completo o equivalente (aprox. 3 años),37,17.050691244239633
35-59 años,Durango,Hombres,Bachillerato incompleto (1 a 2 años),15,6.912442396313365
35-59 años,Durango,Hombres,Estudios Universitarios completos (4 a 5 años),28,12.903225806451612
35-59 años,Durango,Hombres,Estudios Universitarios incompletos (1 a 3 años),9,4.147465437788019
35-59 años,Durango,Hombres,Estudios de Posgrado (2 a 4 años),3,1.3824884792626728
35-59 años,Durango,Hombres,No sabe/No contesta,1,0.4608294930875576
35-59 años,Durango,Hombres,Primaria completa (6 años),50,23.04147465437788
35-59 años,Durango,Hombres,Primaria incompleta (1 a 5 años),11,5.0691244239631335
35-59 años,Durango,Hombres,Secundaria completa o equivalente (3 años),51,23.502304147465438
35-59 años,Durango,Hombres,Secundaria incompleta (1 a 2 años),12,5.529953917050691
35-59 años,Durango,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),86,18.736383442265794
35-59 años,Durango,Mujeres,Bachillerato incompleto (1 a 2 años),28,6.1002178649237475
35-59 años,Durango,Mujeres,Estudios Universitarios completos (4 a 5 años),49,10.675381263616558
35-59 años,Durango,Mujeres,Estudios Universitarios incompletos (1 a 3 años),7,1.5250544662309369
35-59 años,Durango,Mujeres,Estudios de Posgrado (2 a 4 años),10,2.178649237472767
35-59 años,Durango,Mujeres,No sabe/No contesta,0,0.0
35-59 años,Durango,Mujeres,Primaria completa (6 años),79,17.21132897603486
35-59 años,Durango,Mujeres,Primaria incompleta (1 a 5 años),23,5.010893246187364
35-59 años,Durango,Mujeres,Secundaria completa o equivalente (3 años),163,35.5119825708061
35-59 años,Durango,Mujeres,Secundaria incompleta (1 a 2 años),14,3.0501089324618738
35-59 años,Guanajuato,Hombres,Bachillerato completo o equivalente (aprox. 3 años),33,21.153846153846153
35-59 años,Guanajuato,Hombres,Bachillerato incompleto (1 a 2 años),3,1.9230769230769231
35-59 años,Guanajuato,Hombres,Estudios Universitarios completos (4 a 5 años),26,16.666666666666664
35-59 años,Guanajuato,Hombres,Estudios Universitarios incompletos (1 a 3 años),8,5.128205128205128
35-59 años,Guanajuato,Hombres,Estudios de Posgrado (2 a 4 años),8,5.128205128205128
35-59 años,Guanajuato,Hombres,No sabe/No contesta,1,0.641025641025641
35-59 años,Guanajuato,Hombres,Primaria completa (6 años),18,11.538461538461538
35-59 años,Guanajuato,Hombres,Primaria incompleta (1 a 5 años),10,6.41025641025641
35-59 años,Guanajuato,Hombres,Secundaria completa o equivalente (3 años),40,25.64102564102564
35-59 años,Guanajuato,Hombres,Secundaria incompleta (1 a 2 años),9,5.769230769230769
35-59 años,Guanajuato,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),51,12.814070351758794
35-59 años,Guanajuato,Mujeres,Bachillerato incompleto (1 a 2 años),13,3.2663316582914574
35-59 años,Guanajuato,Mujeres,Estudios Universitarios completos (4 a 5 años),49,12.311557788944723
35-59 años,Guanajuato,Mujeres,Estudios Universitarios incompletos (1 a 3 años),10,2.512562814070352
35-59 años,Guanajuato,Mujeres,Estudios de Posgrado (2 a 4 años),8,2.0100502512562812
35-59 años,Guanajuato,Mujeres,No sabe/No contesta,1,0.25125628140703515
35-59 años,Guanajuato,Mujeres,Primaria completa (6 años),73,18.341708542713565
35-59 años,Guanajuato,Mujeres,Primaria incompleta (1 a 5 años),33,8.291457286432161
35-59 años,Guanajuato,Mujeres,Secundaria completa o equivalente (3 años),143,35.92964824120603
35-59 años,Guanajuato,Mujeres,Secundaria incompleta (1 a 2 años),17,4.271356783919598
35-59 años,Guerrero,Hombres,Bachillerato completo o equivalente (aprox. 3 años),13,12.149532710280374
35-59 años,Guerrero,Hombres,Bachillerato incompleto (1 a 2 años),11,10.2803738317757
35-59 años,Guerrero,Hombres,Estudios Universitarios completos (4 a 5 años),13,12.149532710280374
35-59 años,Guerrero,Hombres,Estudios Universitarios incompletos (1 a 3 años),3,2.803738317757009
35-59 años,Guerrero,Hombres,Estudios de Posgrado (2 a 4 años),3,2.803738317757009
35-59 años,Guerrero,Hombres,No sabe/No contesta,0,0.0
35-59 años,Guerrero,Hombres,Primaria completa (6 años),22,20.5607476635514
35-59 años,Guerrero,Hombres,Primaria incompleta (1 a 5 años),6,5.607476635514018
35-59 años,Guerrero,Hombres,Secundaria completa o equivalente (3 años),21,19.626168224299064
35-59 años,Guerrero,Hombres,Secundaria incompleta (1 a 2 años),15,14.018691588785046
35-59 años,Guerrero,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),30,13.215859030837004
35-59 años,Guerrero,Mujeres,Bachillerato incompleto (1 a 2 años),17,7.488986784140969
35-59 años,Guerrero,Mujeres,Estudios Universitarios completos (4 a 5 años),27,11.894273127753303
35-59 años,Guerrero,Mujeres,Estudios Universitarios incompletos (1 a 3 años),7,3.0837004405286343
35-59 años,Guerrero,Mujeres,Estudios de Posgrado (2 a 4 años),1,0.4405286343612335
35-59 años,Guerrero,Mujeres,No sabe/No contesta,0,0.0
35-59 años,Guerrero,Mujeres,Primaria completa (6 años),49,21.58590308370044
35-59 años,Guerrero,Mujeres,Primaria incompleta (1 a 5 años),13,5.726872246696035
35-59 años,Guerrero,Mujeres,Secundaria completa o equivalente (3 años),63,27.75330396475771
35-59 años,Guerrero,Mujeres,Secundaria incompleta (1 a 2 años),20,8.81057268722467
35-59 años,Hidalgo,Hombres,Bachillerato completo o equivalente (aprox. 3 años),13,18.30985915492958
35-59 años,Hidalgo,Hombres,Bachillerato incompleto (1 a 2 años),3,4.225352112676056
35-59 años,Hidalgo,Hombres,Estudios Universitarios completos (4 a 5 años),10,14.084507042253522
35-59 años,Hidalgo,Hombres,Estudios Universitarios incompletos (1 a 3 años),3,4.225352112676056
35-59 años,Hidalgo,Hombres,Estudios de Posgrado (2 a 4 años),0,0.0
35-59 años,Hidalgo,Hombres,No sabe/No contesta,0,0.0
35-59 años,Hidalgo,Hombres,Primaria completa (6 años),12,16.901408450704224
35-59 años,Hidalgo,Hombres,Primaria incompleta (1 a 5 años),4,5.633802816901409
35-59 años,Hidalgo,Hombres,Secundaria completa o equivalente (3 años),23,32.3943661971831
35-59 años,Hidalgo,Hombres,Secundaria incompleta (1 a 2 años),3,4.225352112676056
35-59 años,Hidalgo,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),30,16.483516483516482
35-59 años,Hidalgo,Mujeres,Bachillerato incompleto (1 a 2 años),6,3.296703296703297
35-59 años,Hidalgo,Mujeres,Estudios Universitarios completos (4 a 5 años),19,10.43956043956044
35-59 años,Hidalgo,Mujeres,Estudios Universitarios incompletos (1 a 3 años),4,2.197802197802198
35-59 años,Hidalgo,Mujeres,Estudios de Posgrado (2 a 4 años),4,2.197802197802198
35-59 años,Hidalgo,Mujeres,No sabe/No contesta,0,0.0
35-59 años,Hidalgo,Mujeres,Primaria completa (6 años),30,16.483516483516482
35-59 años,Hidalgo,Mujeres,Primaria incompleta (1 a 5 años),4,2.197802197802198
35-59 años,Hidalgo,Mujeres,Secundaria completa o equivalente (3 años),78,42.857142857142854
35-59 años,Hidalgo,Mujeres,Secundaria incompleta (1 a 2 años),7,3.8461538461538463
35-59 años,Jalisco,Hombres,Bachillerato completo o equivalente (aprox. 3 años),28,31.11111111111111
35-59 años,Jalisco,Hombres,Bachillerato incompleto (1 a 2 años),8,8.88888888888889
35-59 años,Jalisco,Hombres,Estudios Universitarios completos (4 a 5 años),9,10.0
35-59 años,Jalisco,Hombres,Estudios Universitarios incompletos (1 a 3 años),1,1.1111111111111112
35-59 años,Jalisco,Hombres,Estudios de Posgrado (2 a 4 años),3,3.3333333333333335
35-59 años,Jalisco,Hombres,No sabe/No contesta,0,0.0
35-59 años,Jalisco,Hombres,Primaria completa (6 años),9,10.0
35-59 años,Jalisco,Hombres,Primaria incompleta (1 a 5 años),4,4.444444444444445
35-59 años,Jalisco,Hombres,Secundaria completa o equivalente (3 años),23,25.555555555555554
35-59 años,Jalisco,Hombres,Secundaria incompleta (1 a 2 años),5,5.555555555555555
35-59 años,Jalisco,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),38,17.040358744394617
35-59 años,Jalisco,Mujeres,Bachillerato incompleto (1 a 2 años),9,4.0358744394618835
35-59 años,Jalisco,Mujeres,Estudios Universitarios completos (4 a 5 años),22,9.865470852017937
35-59 años,Jalisco,Mujeres,Estudios Universitarios incompletos (1 a 3 años),4,1.7937219730941705
35-59 años,Jalisco,Mujeres,Estudios de Posgrado (2 a 4 años),8,3.587443946188341
35-59 años,Jalisco,Mujeres,No sabe/No contesta,0,0.0
35-59 años,Jalisco,Mujeres,Primaria completa (6 años),45,20.179372197309416
35-59 años,Jalisco,Mujeres,Primaria incompleta (1 a 5 años),14,6.278026905829597
35-59 años,Jalisco,Mujeres,Secundaria completa o equivalente (3 años),68,30.493273542600896
35-59 años,Jalisco,Mujeres,Secundaria incompleta (1 a 2 años),15,6.726457399103139
35-59 años,Michoacán,Hombres,Bachillerato completo o equivalente (aprox. 3 años),32,17.391304347826086
35-59 años,Michoacán,Hombres,Bachillerato incompleto (1 a 2 años),21,11.41304347826087
35-59 años,Michoacán,Hombres,Estudios Universitarios completos (4 a 5 años),19,10.326086956521738
35-59 años,Michoacán,Hombres,Estudios Universitarios incompletos (1 a 3 años),8,4.3478260869565215
35-59 años,Michoacán,Hombres,Estudios de Posgrado (2 a 4 años),8,4.3478260869565215
35-59 años,Michoacán,Hombres,No sabe/No contesta,0,0.0
35-59 años,Michoacán,Hombres,Primaria completa (6 años),22,11.956521739130435
35-59 años,Michoacán,Hombres,Primaria incompleta (1 a 5 años),14,7.608695652173914
35-59 años,Michoacán,Hombres,Secundaria completa o equivalente (3 años),39,21.195652173913043
35-59 años,Michoacán,Hombres,Secundaria incompleta (1 a 2 años),21,11.41304347826087
35-59 años,Michoacán,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),58,14.987080103359174
35-59 años,Michoacán,Mujeres,Bachillerato incompleto (1 a 2 años),13,3.359173126614987
35-59 años,Michoacán,Mujeres,Estudios Universitarios completos (4 a 5 años),38,9.819121447028424
35-59 años,Michoacán,Mujeres,Estudios Universitarios incompletos (1 a 3 años),8,2.0671834625323
35-59 años,Michoacán,Mujeres,Estudios de Posgrado (2 a 4 años),4,1.03359173126615
35-59 años,Michoacán,Mujeres,No sabe/No contesta,1,0.2583979328165375
35-59 años,Michoacán,Mujeres,Primaria completa (6 años),79,20.41343669250646
35-59 años,Michoacán,Mujeres,Primaria incompleta (1 a 5 años),38,9.819121447028424
35-59 años,Michoacán,Mujeres,Secundaria completa o equivalente (3 años),121,31.266149870801037
35-59 años,Michoacán,Mujeres,Secundaria incompleta (1 a 2 años),27,6.976744186046512
35-59 años,Morelos,Hombres,Bachillerato completo o equivalente (aprox. 3 años),9,16.363636363636363
35-59 años,Morelos,Hombres,Bachillerato incompleto (1 a 2 años),2,3.6363636363636362
35-59 años,Morelos,Hombres,Estudios Universitarios completos (4 a 5 años),10,18.181818181818183
35-59 años,Morelos,Hombres,Estudios Universitarios incompletos (1 a 3 años),1,1.8181818181818181
35-59 años,Morelos,Hombres,Estudios de Posgrado (2 a 4 años),5,9.090909090909092
35-59 años,Morelos,Hombres,No sabe/No contesta,0,0.0
35-59 años,Morelos,Hombres,Primaria completa (6 años),5,9.090909090909092
35-59 años,Morelos,Hombres,Primaria incompleta (1 a 5 años),3,5.454545454545454
35-59 años,Morelos,Hombres,Secundaria completa o equivalente (3 años),18,32.72727272727273
35-59 años,Morelos,Hombres,Secundaria incompleta (1 a 2 años),2,3.6363636363636362
35-59 años,Morelos,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),40,23.121387283236995
35-59 años,Morelos,Mujeres,Bachillerato incompleto (1 a 2 años),6,3.4682080924855487
35-59 años,Morelos,Mujeres,Estudios Universitarios completos (4 a 5 años),27,15.606936416184972
35-59 años,Morelos,Mujeres,Estudios Universitarios incompletos (1 a 3 años),3,1.7341040462427744
35-59 años,Morelos,Mujeres,Estudios de Posgrado (2 a 4 años),3,1.7341040462427744
35-59 años,Morelos,Mujeres,No sabe/No contesta,0,0.0
35-59 años,Morelos,Mujeres,Primaria completa (6 años),27,15.606936416184972
35-59 años,Morelos,Mujeres,Primaria incompleta (1 a 5 años),2,1.1560693641618496
35-59 años,Morelos,Mujeres,Secundaria completa o equivalente (3 años),60,34.68208092485549
35-59 años,Morelos,Mujeres,Secundaria incompleta (1 a 2 años),5,2.8901734104046244
35-59 años,México,Hombres,Bachillerato completo o equivalente (aprox. 3 años),33,23.076923076923077
35-59 años,México,Hombres,Bachillerato incompleto (1 a 2 años),20,13.986013986013987
35-59 años,México,Hombres,Estudios Universitarios completos (4 a 5 años),15,10.48951048951049
35-59 años,México,Hombres,Estudios Universitarios incompletos (1 a 3 años),6,4.195804195804196
35-59 años,México,Hombres,Estudios de Posgrado (2 a 4 años),5,3.4965034965034967
35-59 años,México,Hombres,No sabe/No contesta,0,0.0
35-59 años,México,Hombres,Primaria completa (6 años),11,7.6923076923076925
35-59 años,México,Hombres,Primaria incompleta (1 a 5 años),7,4.895104895104895
35-59 años,México,Hombres,Secundaria completa o equivalente (3 años),29,20.27972027972028
35-59 años,México,Hombres,Secundaria incompleta (1 a 2 años),17,11.888111888111888
35-59 años,México,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),69,22.044728434504794
35-59 años,México,Mujeres,Bachillerato incompleto (1 a 2 años),25,7.987220447284344
35-59 años,México,Mujeres,Estudios Universitarios completos (4 a 5 años),32,10.223642172523961
35-59 años,México,Mujeres,Estudios Universitarios incompletos (1 a 3 años),7,2.2364217252396164
35-59 años,México,Mujeres,Estudios de Posgrado (2 a 4 años),4,1.2779552715654952
35-59 años,México,Mujeres,No sabe/No contesta,0,0.0
35-59 años,México,Mujeres,Primaria completa (6 años),47,15.015974440894569
35-59 años,México,Mujeres,Primaria incompleta (1 a 5 años),15,4.792332268370607
35-59 años,México,Mujeres,Secundaria completa o equivalente (3 años),99,31.629392971246006
35-59 años,México,Mujeres,Secundaria incompleta (1 a 2 años),15,4.792332268370607
35-59 años,Nayarit,Hombres,Bachillerato completo o equivalente (aprox. 3 años),13,12.5
35-59 años,Nayarit,Hombres,Bachillerato incompleto (1 a 2 años),4,3.8461538461538463
35-59 años,Nayarit,Hombres,Estudios Universitarios completos (4 a 5 años),12,11.538461538461538
35-59 años,Nayarit,Hombres,Estudios Universitarios incompletos (1 a 3 años),5,4.807692307692308
35-59 años,Nayarit,Hombres,Estudios de Posgrado (2 a 4 años),5,4.807692307692308
35-59 años,Nayarit,Hombres,No sabe/No contesta,0,0.0
35-59 años,Nayarit,Hombres,Primaria completa (6 años),21,20.192307692307693
35-59 años,Nayarit,Hombres,Primaria incompleta (1 a 5 años),11,10.576923076923077
35-59 años,Nayarit,Hombres,Secundaria completa o equivalente (3 años),28,26.923076923076923
35-59 años,Nayarit,Hombres,Secundaria incompleta (1 a 2 años),5,4.807692307692308
35-59 años,Nayarit,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),54,22.040816326530614
35-59 años,Nayarit,Mujeres,Bachillerato incompleto (1 a 2 años),8,3.2653061224489797
35-59 años,Nayarit,Mujeres,Estudios Universitarios completos (4 a 5 años),38,15.510204081632653
35-59 años,Nayarit,Mujeres,Estudios Universitarios incompletos (1 a 3 años),9,3.6734693877551026
35-59 años,Nayarit,Mujeres,Estudios de Posgrado (2 a 4 años),5,2.0408163265306123
35-59 años,Nayarit,Mujeres,No sabe/No contesta,0,0.0
35-59 años,Nayarit,Mujeres,Primaria completa (6 años),32,13.061224489795919
35-59 años,Nayarit,Mujeres,Primaria incompleta (1 a 5 años),17,6.938775510204081
35-59 años,Nayarit,Mujeres,Secundaria completa o equivalente (3 años),69,28.163265306122447
35-59 años,Nayarit,Mujeres,Secundaria incompleta (1 a 2 años),13,5.3061224489795915
35-59 años,Nuevo León,Hombres,Bachillerato completo o equivalente (aprox. 3 años),17,17.525773195876287
35-59 años,Nuevo León,Hombres,Bachillerato incompleto (1 a 2 años),5,5.154639175257731
