grupo_etario,entidad,sexo,nivel_educativo,conteo,porcentaje
12-17 años,Zacatecas,Mujeres,Secundaria completa o equivalente (3 años),31,28.18181818181818
12-17 años,Zacatecas,Mujeres,Secundaria incompleta (1 a 2 años),31,28.18181818181818
18-75 años,Aguascalientes,Hombres,Bachillerato completo o equivalente (aprox. 3 años),73,18.387909319899247
18-75 años,Aguascalientes,Hombres,Bachillerato incompleto (1 a 2 años),27,6.801007556675064
18-75 años,Aguascalientes,Hombres,Estudios Universitarios completos (4 a 5 años),74,18.639798488664987
18-75 años,Aguascalientes,Hombres,Estudios Universitarios incompletos (1 a 3 años),18,4.534005037783375
18-75 años,Aguascalientes,Hombres,Estudios de Posgrado (2 a 4 años),15,3.7783375314861463
18-75 años,Aguascalientes,Hombres,No sabe/No contesta,2,0.5037783375314862
18-75 años,Aguascalientes,Hombres,Primaria completa (6 años),52,13.09823677581864
18-75 años,Aguascalientes,Hombres,Primaria incompleta (1 a 5 años),27,6.801007556675064
18-75 años,Aguascalientes,Hombres,Secundaria completa o equivalente (3 años),86,21.662468513853906
18-75 años,Aguascalientes,Hombres,Secundaria incompleta (1 a 2 años),23,5.793450881612091
18-75 años,Aguascalientes,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),136,19.236209335219236
18-75 años,Aguascalientes,Mujeres,Bachillerato incompleto (1 a 2 años),27,3.818953323903819
18-75 años,Aguascalientes,Mujeres,Estudios Universitarios completos (4 a 5 años),93,13.154172560113153
18-75 años,Aguascalientes,Mujeres,Estudios Universitarios incompletos (1 a 3 años),23,3.253182461103253
18-75 años,Aguascalientes,Mujeres,Estudios de Posgrado (2 a 4 años),10,1.4144271570014144
18-75 años,Aguascalientes,Mujeres,No sabe/No contesta,2,0.2828854314002829
18-75 años,Aguascalientes,Mujeres,Primaria completa (6 años),116,16.407355021216407
18-75 años,Aguascalientes,Mujeres,Primaria incompleta (1 a 5 años),47,6.647807637906649
18-75 años,Aguascalientes,Mujeres,Secundaria completa o equivalente (3 años),220,31.117397454031114
18-75 años,Aguascalientes,Mujeres,Secundaria incompleta (1 a 2 años),33,4.667609618104668
18-75 años,Baja California,Hombres,Bachillerato completo o equivalente (aprox. 3 años),71,20.113314447592067
18-75 años,Baja California,Hombres,Bachillerato incompleto (1 a 2 años),40,11.3314447592068
18-75 años,Baja California,Hombres,Estudios Universitarios completos (4 a 5 años),53,15.01416430594901
18-75 años,Baja California,Hombres,Estudios Universitarios incompletos (1 a 3 años),31,8.78186968838527
18-75 años,Baja California,Hombres,Estudios de Posgrado (2 a 4 años),10,2.8328611898017
18-75 años,Baja California,Hombres,No sabe/No contesta,2,0.56657223796034
18-75 años,Baja California,Hombres,Primaria completa (6 años),34,9.631728045325778
18-75 años,Baja California,Hombres,Primaria incompleta (1 a 5 años),21,5.94900849858357
18-75 años,Baja California,Hombres,Secundaria completa o equivalente (3 años),59,16.71388101983003
18-75 años,Baja California,Hombres,Secundaria incompleta (1 a 2 años),32,9.06515580736544
18-75 años,Baja California,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),123,20.130932896890343
18-75 años,Baja California,Mujeres,Bachillerato incompleto (1 a 2 años),82,13.420621931260229
18-75 años,Baja California,Mujeres,Estudios Universitarios completos (4 a 5 años),51,8.346972176759412
18-75 años,Baja California,Mujeres,Estudios Universitarios incompletos (1 a 3 años),27,4.4189852700491
18-75 años,Baja California,Mujeres,Estudios de Posgrado (2 a 4 años),3,0.4909983633387889
18-75 años,Baja California,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Baja California,Mujeres,Primaria completa (6 años),79,12.92962356792144
18-75 años,Baja California,Mujeres,Primaria incompleta (1 a 5 años),49,8.01963993453355
18-75 años,Baja California,Mujeres,Secundaria completa o equivalente (3 años),138,22.585924713584287
18-75 años,Baja California,Mujeres,Secundaria incompleta (1 a 2 años),59,9.656301145662848
18-75 años,Baja California Sur,Hombres,Bachillerato completo o equivalente (aprox. 3 años),66,22.2972972972973
18-75 años,Baja California Sur,Hombres,Bachillerato incompleto (1 a 2 años),28,9.45945945945946
18-75 años,Baja California Sur,Hombres,Estudios Universitarios completos (4 a 5 años),57,19.256756756756758
18-75 años,Baja California Sur,Hombres,Estudios Universitarios incompletos (1 a 3 años),22,7.4324324324324325
18-75 años,Baja California Sur,Hombres,Estudios de Posgrado (2 a 4 años),15,5.0675675675675675
18-75 años,Baja California Sur,Hombres,No sabe/No contesta,1,0.33783783783783783
18-75 años,Baja California Sur,Hombres,Primaria completa (6 años),24,8.108108108108109
18-75 años,Baja California Sur,Hombres,Primaria incompleta (1 a 5 años),12,4.054054054054054
18-75 años,Baja California Sur,Hombres,Secundaria completa o equivalente (3 años),56,18.91891891891892
18-75 años,Baja California Sur,Hombres,Secundaria incompleta (1 a 2 años),15,5.0675675675675675
18-75 años,Baja California Sur,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),142,26.055045871559635
18-75 años,Baja California Sur,Mujeres,Bachillerato incompleto (1 a 2 años),29,5.321100917431193
18-75 años,Baja California Sur,Mujeres,Estudios Universitarios completos (4 a 5 años),87,15.963302752293579
18-75 años,Baja California Sur,Mujeres,Estudios Universitarios incompletos (1 a 3 años),30,5.5045871559633035
18-75 años,Baja California Sur,Mujeres,Estudios de Posgrado (2 a 4 años),4,0.7339449541284404
18-75 años,Baja California Sur,Mujeres,No sabe/No contesta,3,0.5504587155963303
18-75 años,Baja California Sur,Mujeres,Primaria completa (6 años),70,12.844036697247708
18-75 años,Baja California Sur,Mujeres,Primaria incompleta (1 a 5 años),27,4.954128440366973
18-75 años,Baja California Sur,Mujeres,Secundaria completa o equivalente (3 años),114,20.91743119266055
18-75 años,Baja California Sur,Mujeres,Secundaria incompleta (1 a 2 años),39,7.155963302752294
18-75 años,Campeche,Hombres,Bachillerato completo o equivalente (aprox. 3 años),60,24.691358024691358
18-75 años,Campeche,Hombres,Bachillerato incompleto (1 a 2 años),15,6.172839506172839
18-75 años,Campeche,Hombres,Estudios Universitarios completos (4 a 5 años),38,15.637860082304528
18-75 años,Campeche,Hombres,Estudios Universitarios incompletos (1 a 3 años),22,9.053497942386832
18-75 años,Campeche,Hombres,Estudios de Posgrado (2 a 4 años),2,0.823045267489712
18-75 años,Campeche,Hombres,No sabe/No contesta,0,0.0
18-75 años,Campeche,Hombres,Primaria completa (6 años),36,14.814814814814813
18-75 años,Campeche,Hombres,Primaria incompleta (1 a 5 años),15,6.172839506172839
18-75 años,Campeche,Hombres,Secundaria completa o equivalente (3 años),48,19.753086419753085
18-75 años,Campeche,Hombres,Secundaria incompleta (1 a 2 años),7,2.880658436213992
18-75 años,Campeche,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),74,16.818181818181817
18-75 años,Campeche,Mujeres,Bachillerato incompleto (1 a 2 años),18,4.090909090909091
18-75 años,Campeche,Mujeres,Estudios Universitarios completos (4 a 5 años),51,11.59090909090909
18-75 años,Campeche,Mujeres,Estudios Universitarios incompletos (1 a 3 años),15,3.4090909090909087
18-75 años,Campeche,Mujeres,Estudios de Posgrado (2 a 4 años),7,1.5909090909090908
18-75 años,Campeche,Mujeres,No sabe/No contesta,1,0.22727272727272727
18-75 años,Campeche,Mujeres,Primaria completa (6 años),69,15.681818181818183
18-75 años,Campeche,Mujeres,Primaria incompleta (1 a 5 años),33,7.5
18-75 años,Campeche,Mujeres,Secundaria completa o equivalente (3 años),142,32.27272727272727
18-75 años,Campeche,Mujeres,Secundaria incompleta (1 a 2 años),30,6.8181818181818175
18-75 años,Chiapas,Hombres,Bachillerato completo o equivalente (aprox. 3 años),79,22.89855072463768
18-75 años,Chiapas,Hombres,Bachillerato incompleto (1 a 2 años),6,1.7391304347826086
18-75 años,Chiapas,Hombres,Estudios Universitarios completos (4 a 5 años),44,12.753623188405797
18-75 años,Chiapas,Hombres,Estudios Universitarios incompletos (1 a 3 años),16,4.63768115942029
18-75 años,Chiapas,Hombres,Estudios de Posgrado (2 a 4 años),6,1.7391304347826086
18-75 años,Chiapas,Hombres,No sabe/No contesta,0,0.0
18-75 años,Chiapas,Hombres,Primaria completa (6 años),66,19.130434782608695
18-75 años,Chiapas,Hombres,Primaria incompleta (1 a 5 años),50,14.492753623188406
18-75 años,Chiapas,Hombres,Secundaria completa o equivalente (3 años),55,15.942028985507244
18-75 años,Chiapas,Hombres,Secundaria incompleta (1 a 2 años),23,6.666666666666667
18-75 años,Chiapas,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),135,20.76923076923077
18-75 años,Chiapas,Mujeres,Bachillerato incompleto (1 a 2 años),20,3.076923076923077
18-75 años,Chiapas,Mujeres,Estudios Universitarios completos (4 a 5 años),70,10.76923076923077
18-75 años,Chiapas,Mujeres,Estudios Universitarios incompletos (1 a 3 años),25,3.8461538461538463
18-75 años,Chiapas,Mujeres,Estudios de Posgrado (2 a 4 años),4,0.6153846153846154
18-75 años,Chiapas,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Chiapas,Mujeres,Primaria completa (6 años),122,18.76923076923077
18-75 años,Chiapas,Mujeres,Primaria incompleta (1 a 5 años),76,11.692307692307692
18-75 años,Chiapas,Mujeres,Secundaria completa o equivalente (3 años),165,25.384615384615383
18-75 años,Chiapas,Mujeres,Secundaria incompleta (1 a 2 años),33,5.076923076923077
18-75 años,Chihuahua,Hombres,Bachillerato completo o equivalente (aprox. 3 años),63,17.307692307692307
18-75 años,Chihuahua,Hombres,Bachillerato incompleto (1 a 2 años),28,7.6923076923076925
18-75 años,Chihuahua,Hombres,Estudios Universitarios completos (4 a 5 años),59,16.208791208791208
18-75 años,Chihuahua,Hombres,Estudios Universitarios incompletos (1 a 3 años),15,4.1208791208791204
18-75 años,Chihuahua,Hombres,Estudios de Posgrado (2 a 4 años),10,2.7472527472527473
18-75 años,Chihuahua,Hombres,No sabe/No contesta,2,0.5494505494505495
18-75 años,Chihuahua,Hombres,Primaria completa (6 años),58,15.934065934065933
18-75 años,Chihuahua,Hombres,Primaria incompleta (1 a 5 años),15,4.1208791208791204
18-75 años,Chihuahua,Hombres,Secundaria completa o equivalente (3 años),89,24.45054945054945
18-75 años,Chihuahua,Hombres,Secundaria incompleta (1 a 2 años),25,6.868131868131869
18-75 años,Chihuahua,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),84,15.671641791044777
18-75 años,Chihuahua,Mujeres,Bachillerato incompleto (1 a 2 años),35,6.529850746268656
18-75 años,Chihuahua,Mujeres,Estudios Universitarios completos (4 a 5 años),74,13.805970149253731
18-75 años,Chihuahua,Mujeres,Estudios Universitarios incompletos (1 a 3 años),27,5.037313432835821
18-75 años,Chihuahua,Mujeres,Estudios de Posgrado (2 a 4 años),7,1.3059701492537312
18-75 años,Chihuahua,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Chihuahua,Mujeres,Primaria completa (6 años),100,18.65671641791045
18-75 años,Chihuahua,Mujeres,Primaria incompleta (1 a 5 años),37,6.902985074626866
18-75 años,Chihuahua,Mujeres,Secundaria completa o equivalente (3 años),139,25.932835820895523
18-75 años,Chihuahua,Mujeres,Secundaria incompleta (1 a 2 años),33,6.156716417910448
18-75 años,Ciudad de México,Hombres,Bachillerato completo o equivalente (aprox. 3 años),92,20.309050772626932
18-75 años,Ciudad de México,Hombres,Bachillerato incompleto (1 a 2 años),42,9.271523178807946
18-75 años,Ciudad de México,Hombres,Estudios Universitarios completos (4 a 5 años),99,21.85430463576159
18-75 años,Ciudad de México,Hombres,Estudios Universitarios incompletos (1 a 3 años),45,9.933774834437086
18-75 años,Ciudad de México,Hombres,Estudios de Posgrado (2 a 4 años),21,4.635761589403973
18-75 años,Ciudad de México,Hombres,No sabe/No contesta,0,0.0
18-75 años,Ciudad de México,Hombres,Primaria completa (6 años),33,7.28476821192053
18-75 años,Ciudad de México,Hombres,Primaria incompleta (1 a 5 años),12,2.6490066225165565
18-75 años,Ciudad de México,Hombres,Secundaria completa o equivalente (3 años),92,20.309050772626932
18-75 años,Ciudad de México,Hombres,Secundaria incompleta (1 a 2 años),17,3.7527593818984544
18-75 años,Ciudad de México,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),160,26.101141924959215
18-75 años,Ciudad de México,Mujeres,Bachillerato incompleto (1 a 2 años),45,7.3409461663947795
18-75 años,Ciudad de México,Mujeres,Estudios Universitarios completos (4 a 5 años),115,18.76019575856444
18-75 años,Ciudad de México,Mujeres,Estudios Universitarios incompletos (1 a 3 años),33,5.383360522022838
18-75 años,Ciudad de México,Mujeres,Estudios de Posgrado (2 a 4 años),32,5.220228384991843
18-75 años,Ciudad de México,Mujeres,No sabe/No contesta,2,0.3262642740619902
18-75 años,Ciudad de México,Mujeres,Primaria completa (6 años),64,10.440456769983687
18-75 años,Ciudad de México,Mujeres,Primaria incompleta (1 a 5 años),33,5.383360522022838
18-75 años,Ciudad de México,Mujeres,Secundaria completa o equivalente (3 años),106,17.29200652528548
18-75 años,Ciudad de México,Mujeres,Secundaria incompleta (1 a 2 años),23,3.7520391517128875
18-75 años,Coahuila,Hombres,Bachillerato completo o equivalente (aprox. 3 años),39,19.21182266009852
18-75 años,Coahuila,Hombres,Bachillerato incompleto (1 a 2 años),13,6.403940886699508
18-75 años,Coahuila,Hombres,Estudios Universitarios completos (4 a 5 años),33,16.25615763546798
18-75 años,Coahuila,Hombres,Estudios Universitarios incompletos (1 a 3 años),19,9.35960591133005
18-75 años,Coahuila,Hombres,Estudios de Posgrado (2 a 4 años),7,3.4482758620689653
18-75 años,Coahuila,Hombres,No sabe/No contesta,0,0.0
18-75 años,Coahuila,Hombres,Primaria completa (6 años),22,10.83743842364532
18-75 años,Coahuila,Hombres,Primaria incompleta (1 a 5 años),21,10.344827586206897
18-75 años,Coahuila,Hombres,Secundaria completa o equivalente (3 años),41,20.19704433497537
18-75 años,Coahuila,Hombres,Secundaria incompleta (1 a 2 años),8,3.9408866995073892
18-75 años,Coahuila,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),76,20.052770448548813
18-75 años,Coahuila,Mujeres,Bachillerato incompleto (1 a 2 años),22,5.804749340369393
18-75 años,Coahuila,Mujeres,Estudios Universitarios completos (4 a 5 años),39,10.29023746701847
18-75 años,Coahuila,Mujeres,Estudios Universitarios incompletos (1 a 3 años),24,6.33245382585752
18-75 años,Coahuila,Mujeres,Estudios de Posgrado (2 a 4 años),5,1.3192612137203166
18-75 años,Coahuila,Mujeres,No sabe/No contesta,2,0.5277044854881267
18-75 años,Coahuila,Mujeres,Primaria completa (6 años),49,12.928759894459102
18-75 años,Coahuila,Mujeres,Primaria incompleta (1 a 5 años),23,6.068601583113456
18-75 años,Coahuila,Mujeres,Secundaria completa o equivalente (3 años),126,33.24538258575198
18-75 años,Coahuila,Mujeres,Secundaria incompleta (1 a 2 años),13,3.430079155672823
18-75 años,Colima,Hombres,Bachillerato completo o equivalente (aprox. 3 años),84,23.595505617977526
18-75 años,Colima,Hombres,Bachillerato incompleto (1 a 2 años),31,8.707865168539326
18-75 años,Colima,Hombres,Estudios Universitarios completos (4 a 5 años),72,20.224719101123593
18-75 años,Colima,Hombres,Estudios Universitarios incompletos (1 a 3 años),41,11.51685393258427
18-75 años,Colima,Hombres,Estudios de Posgrado (2 a 4 años),12,3.3707865168539324
18-75 años,Colima,Hombres,No sabe/No contesta,1,0.2808988764044944
18-75 años,Colima,Hombres,Primaria completa (6 años),21,5.8988764044943816
18-75 años,Colima,Hombres,Primaria incompleta (1 a 5 años),5,1.4044943820224718
18-75 años,Colima,Hombres,Secundaria completa o equivalente (3 años),73,20.50561797752809
18-75 años,Colima,Hombres,Secundaria incompleta (1 a 2 años),16,4.49438202247191
18-75 años,Colima,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),157,28.70201096892139
18-75 años,Colima,Mujeres,Bachillerato incompleto (1 a 2 años),38,6.946983546617916
18-75 años,Colima,Mujeres,Estudios Universitarios completos (4 a 5 años),110,20.109689213893965
18-75 años,Colima,Mujeres,Estudios Universitarios incompletos (1 a 3 años),39,7.129798903107861
18-75 años,Colima,Mujeres,Estudios de Posgrado (2 a 4 años),29,5.301645338208409
18-75 años,Colima,Mujeres,No sabe/No contesta,2,0.3656307129798903
18-75 años,Colima,Mujeres,Primaria completa (6 años),39,7.129798903107861
18-75 años,Colima,Mujeres,Primaria incompleta (1 a 5 años),16,2.9250457038391224
18-75 años,Colima,Mujeres,Secundaria completa o equivalente (3 años),97,17.73308957952468
18-75 años,Colima,Mujeres,Secundaria incompleta (1 a 2 años),20,3.656307129798903
18-75 años,Durango,Hombres,Bachillerato completo o equivalente (aprox. 3 años),73,17.59036144578313
18-75 años,Durango,Hombres,Bachillerato incompleto (1 a 2 años),28,6.746987951807229
18-75 años,Durango,Hombres,Estudios Universitarios completos (4 a 5 años),54,13.012048192771083
18-75 años,Durango,Hombres,Estudios Universitarios incompletos (1 a 3 años),20,4.819277108433735
18-75 años,Durango,Hombres,Estudios de Posgrado (2 a 4 años),9,2.1686746987951806
18-75 años,Durango,Hombres,No sabe/No contesta,2,0.48192771084337355
18-75 años,Durango,Hombres,Primaria completa (6 años),83,20.0
18-75 años,Durango,Hombres,Primaria incompleta (1 a 5 años),38,9.156626506024097
18-75 años,Durango,Hombres,Secundaria completa o equivalente (3 años),85,20.481927710843372
18-75 años,Durango,Hombres,Secundaria incompleta (1 a 2 años),23,5.542168674698795
18-75 años,Durango,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),147,18.193069306930692
18-75 años,Durango,Mujeres,Bachillerato incompleto (1 a 2 años),47,5.816831683168317
18-75 años,Durango,Mujeres,Estudios Universitarios completos (4 a 5 años),73,9.034653465346535
18-75 años,Durango,Mujeres,Estudios Universitarios incompletos (1 a 3 años),24,2.9702970297029703
18-75 años,Durango,Mujeres,Estudios de Posgrado (2 a 4 años),11,1.3613861386138615
18-75 años,Durango,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Durango,Mujeres,Primaria completa (6 años),146,18.06930693069307
18-75 años,Durango,Mujeres,Primaria incompleta (1 a 5 años),61,7.5495049504950495
18-75 años,Durango,Mujeres,Secundaria completa o equivalente (3 años),269,33.29207920792079
18-75 años,Durango,Mujeres,Secundaria incompleta (1 a 2 años),30,3.7128712871287126
18-75 años,Guanajuato,Hombres,Bachillerato completo o equivalente (aprox. 3 años),60,20.833333333333336
18-75 años,Guanajuato,Hombres,Bachillerato incompleto (1 a 2 años),13,4.513888888888888
18-75 años,Guanajuato,Hombres,Estudios Universitarios completos (4 a 5 años),47,16.319444444444446
18-75 años,Guanajuato,Hombres,Estudios Universitarios incompletos (1 a 3 años),19,6.597222222222222
18-75 años,Guanajuato,Hombres,Estudios de Posgrado (2 a 4 años),11,3.8194444444444446
18-75 años,Guanajuato,Hombres,No sabe/No contesta,2,0.6944444444444444
18-75 años,Guanajuato,Hombres,Primaria completa (6 años),32,11.11111111111111
18-75 años,Guanajuato,Hombres,Primaria incompleta (1 a 5 años),28,9.722222222222223
18-75 años,Guanajuato,Hombres,Secundaria completa o equivalente (3 años),64,22.22222222222222
18-75 años,Guanajuato,Hombres,Secundaria incompleta (1 a 2 años),12,4.166666666666666
18-75 años,Guanajuato,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),121,15.837696335078533
18-75 años,Guanajuato,Mujeres,Bachillerato incompleto (1 a 2 años),36,4.712041884816754
18-75 años,Guanajuato,Mujeres,Estudios Universitarios completos (4 a 5 años),94,12.30366492146597
18-75 años,Guanajuato,Mujeres,Estudios Universitarios incompletos (1 a 3 años),32,4.18848167539267
18-75 años,Guanajuato,Mujeres,Estudios de Posgrado (2 a 4 años),15,1.963350785340314
18-75 años,Guanajuato,Mujeres,No sabe/No contesta,3,0.3926701570680628
18-75 años,Guanajuato,Mujeres,Primaria completa (6 años),118,15.44502617801047
18-75 años,Guanajuato,Mujeres,Primaria incompleta (1 a 5 años),63,8.24607329842932
18-75 años,Guanajuato,Mujeres,Secundaria completa o equivalente (3 años),242,31.675392670157066
18-75 años,Guanajuato,Mujeres,Secundaria incompleta (1 a 2 años),40,5.2356020942408374
18-75 años,Guerrero,Hombres,Bachillerato completo o equivalente (aprox. 3 años),32,15.238095238095239
18-75 años,Guerrero,Hombres,Bachillerato incompleto (1 a 2 años),17,8.095238095238095
18-75 años,Guerrero,Hombres,Estudios Universitarios completos (4 a 5 años),27,12.857142857142856
18-75 años,Guerrero,Hombres,Estudios Universitarios incompletos (1 a 3 años),7,3.3333333333333335
18-75 años,Guerrero,Hombres,Estudios de Posgrado (2 a 4 años),3,1.4285714285714286
18-75 años,Guerrero,Hombres,No sabe/No contesta,0,0.0
18-75 años,Guerrero,Hombres,Primaria completa (6 años),38,18.095238095238095
18-75 años,Guerrero,Hombres,Primaria incompleta (1 a 5 años),12,5.714285714285714
18-75 años,Guerrero,Hombres,Secundaria completa o equivalente (3 años),40,19.047619047619047
18-75 años,Guerrero,Hombres,Secundaria incompleta (1 a 2 años),34,16.19047619047619
18-75 años,Guerrero,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),66,15.980629539951574
18-75 años,Guerrero,Mujeres,Bachillerato incompleto (1 a 2 años),31,7.506053268765134
18-75 años,Guerrero,Mujeres,Estudios Universitarios completos (4 a 5 años),45,10.895883777239709
18-75 años,Guerrero,Mujeres,Estudios Universitarios incompletos (1 a 3 años),16,3.87409200968523
18-75 años,Guerrero,Mujeres,Estudios de Posgrado (2 a 4 años),2,0.48426150121065376
18-75 años,Guerrero,Mujeres,No sabe/No contesta,0,0.0
18-75 años,Guerrero,Mujeres,Primaria completa (6 años),70,16.94915254237288
18-75 años,Guerrero,Mujeres,Primaria incompleta (1 a 5 años),32,7.74818401937046
18-75 años,Guerrero,Mujeres,Secundaria completa o equivalente (3 años),114,27.602905569007262
18-75 años,Guerrero,Mujeres,Secundaria incompleta (1 a 2 años),37,8.958837772397095
18-75 años,Hidalgo,Hombres,Bachillerato completo o equivalente (aprox. 3 años),20,14.5985401459854
18-75 años,Hidalgo,Hombres,Bachillerato incompleto (1 a 2 años),7,5.109489051094891
18-75 años,Hidalgo,Hombres,Estudios Universitarios completos (4 a 5 años),22,16.05839416058394
18-75 años,Hidalgo,Hombres,Estudios Universitarios incompletos (1 a 3 años),6,4.37956204379562
18-75 años,Hidalgo,Hombres,Estudios de Posgrado (2 a 4 años),1,0.7299270072992701
18-75 años,Hidalgo,Hombres,No sabe/No contesta,0,0.0
18-75 años,Hidalgo,Hombres,Primaria completa (6 años),23,16.78832116788321
18-75 años,Hidalgo,Hombres,Primaria incompleta (1 a 5 años),11,8.02919708029197
18-75 años,Hidalgo,Hombres,Secundaria completa o equivalente (3 años),40,29.1970802919708
18-75 años,Hidalgo,Hombres,Secundaria incompleta (1 a 2 años),7,5.109489051094891
18-75 años,Hidalgo,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),57,16.01123595505618
18-75 años,Hidalgo,Mujeres,Bachillerato incompleto (1 a 2 años),23,6.460674157303371
18-75 años,Hidalgo,Mujeres,Estudios Universitarios completos (4 a 5 años),47,13.202247191011235
18-75 años,Hidalgo,Mujeres,Estudios Universitarios incompletos (1 a 3 años),7,1.9662921348314606
18-75 años,Hidalgo,Mujeres,Estudios de Posgrado (2 a 4 años),4,1.1235955056179776
18-75 años,Hidalgo,Mujeres,No sabe/No contesta,1,0.2808988764044944
18-75 años,Hidalgo,Mujeres,Primaria completa (6 años),58,16.292134831460675
18-75 años,Hidalgo,Mujeres,Primaria incompleta (1 a 5 años),20,5.617977528089887
18-75 años,Hidalgo,Mujeres,Secundaria completa o equivalente (3 años),129,36.235955056179776
18-75 años,Hidalgo,Mujeres,Secundaria incompleta (1 a 2 años),10,2.8089887640449436
18-75 años,Jalisco,Hombres,Bachillerato completo o equivalente (aprox. 3 años),51,24.285714285714285
18-75 años,Jalisco,Hombres,Bachillerato incompleto (1 a 2 años),13,6.190476190476191
18-75 años,Jalisco,Hombres,Estudios Universitarios completos (4 a 5 años),33,15.714285714285714
18-75 años,Jalisco,Hombres,Estudios Universitarios incompletos (1 a 3 años),10,4.761904761904762
18-75 años,Jalisco,Hombres,Estudios de Posgrado (2 a 4 años),5,2.380952380952381
18-75 años,Jalisco,Hombres,No sabe/No contesta,1,0.4761904761904762
18-75 años,Jalisco,Hombres,Primaria completa (6 años),31,14.761904761904763
18-75 años,Jalisco,Hombres,Primaria incompleta (1 a 5 años),12,5.714285714285714
18-75 años,Jalisco,Hombres,Secundaria completa o equivalente (3 años),43,20.476190476190474
18-75 años,Jalisco,Hombres,Secundaria incompleta (1 a 2 años),11,5.238095238095238
18-75 años,Jalisco,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),88,19.555555555555557
18-75 años,Jalisco,Mujeres,Bachillerato incompleto (1 a 2 años),24,5.333333333333334
18-75 años,Jalisco,Mujeres,Estudios Universitarios completos (4 a 5 años),47,10.444444444444445
18-75 años,Jalisco,Mujeres,Estudios Universitarios incompletos (1 a 3 años),9,2.0
18-75 años,Jalisco,Mujeres,Estudios de Posgrado (2 a 4 años),12,2.666666666666667
18-75 años,Jalisco,Mujeres,No sabe/No contesta,1,0.2222222222222222
18-75 años,Jalisco,Mujeres,Primaria completa (6 años),85,18.88888888888889
18-75 años,Jalisco,Mujeres,Primaria incompleta (1 a 5 años),40,8.88888888888889
18-75 años,Jalisco,Mujeres,Secundaria completa o equivalente (3 años),121,26.88888888888889
18-75 años,Jalisco,Mujeres,Secundaria incompleta (1 a 2 años),23,5.111111111111112
18-75 años,Michoacán,Hombres,Bachillerato completo o equivalente (aprox. 3 años),76,19.587628865979383
18-75 años,Michoacán,Hombres,Bachillerato incompleto (1 a 2 años),39,10.051546391752577
18-75 años,Michoacán,Hombres,Estudios Universitarios completos (4 a 5 años),49,12.628865979381443
18-75 años,Michoacán,Hombres,Estudios Universitarios incompletos (1 a 3 años),24,6.185567010309279
18-75 años,Michoacán,Hombres,Estudios de Posgrado (2 a 4 años),14,3.608247422680412
18-75 años,Michoacán,Hombres,No sabe/No contesta,1,0.25773195876288657
18-75 años,Michoacán,Hombres,Primaria completa (6 años),52,13.402061855670103
18-75 años,Michoacán,Hombres,Primaria incompleta (1 a 5 años),42,10.824742268041238
18-75 años,Michoacán,Hombres,Secundaria completa o equivalente (3 años),58,14.948453608247423
18-75 años,Michoacán,Hombres,Secundaria incompleta (1 a 2 años),33,8.505154639175258
18-75 años,Michoacán,Mujeres,Bachillerato completo o equivalente (aprox. 3 años),133,17.117117117117118
18-75 años,Michoacán,Mujeres,Bachillerato incompleto (1 a 2 años),48,6.177606177606178
18-75 años,Michoacán,Mujeres,Estudios Universitarios completos (4 a 5 años),86,11.068211068211069
18-75 años,Michoacán,Mujeres,Estudios Universitarios incompletos (1 a 3 años),33,4.247104247104247
18-75 años,Michoacán,Mujeres,Estudios de Posgrado (2 a 4 años),7,0.9009009009009009
18-75 años,Michoacán,Mujeres,No sabe/No contesta,2,0.2574002574002574
18-75 años,Michoacán,Mujeres,Primaria completa (6 años),126,16.216216216216218
18-75 años,Michoacán,Mujeres,Primaria incompleta (1 a 5 años),97,12.483912483912484
18-75 años,Michoacán,Mujeres,Secundaria completa o equivalente (3 años),197,25.353925353925355
18-75 años,Michoacán,Mujeres,Secundaria incompleta (1 a 2 años),48,6.177606177606178
18-75 años,Morelos,Hombres,Bachillerato completo o equivalente (aprox. 3 años),20,14.925373134328357
18-75 años,Morelos,Hombres,Bachillerato incompleto (1 a 2 años),6,4.477611940298507
18-75 años,Morelos,Hombres,Estudios Universitarios completos (4 a 5 años),32,23.88059701492537
18-75 años,Morelos,Hombres,Estudios Universitarios incompletos (1 a 3 años),6,4.477611940298507
18-75 años,Morelos,Hombres,Estudios de Posgrado (2 a 4 años),6,4.477611940298507
18-75 años,Morelos,Hombres,No sabe/No contesta,0,0.0
